id,year,record_ref,AgencyCode,AgencyName,DateOfStop,TimeOfStop,DurationOfStop,ZIP,VehicleMake,VehicleYear,DriversYearofBirth,DriverSex,DriverRace,ReasonForStop,TypeOfMovingViolation,ResultOfStop,BeatLocationOfStop,VehicleConsentSearchRequested,VehicleConsentGiven,VehicleSearchConducted,VehicleSearchConductedBy,VehicleContrabandFound,VehicleDrugsFound,VehicleDrugParaphernaliaFound,VehicleAlcoholFound,VehicleWeaponFound,VehicleStolenPropertyFound,VehicleOtherContrabandFound,VehicleDrugAmount,DriverConsentSearchRequested,DriverConsentGiven,DriverSearchConducted,DriverSearchConductedBy,PassengerConsentSearchRequested,PassengerConsentGiven,PassengerSearchConducted,PassengerSearchConductedBy,DriverPassengerContrabandFound,DriverPassengerDrugsFound,DriverPassengerDrugParaphernaliaFound,DriverPassengerAlcoholFound,DriverPassengerWeaponFound,DriverPassengerStolenPropertyFound,DriverPassengerOtherContrabandFound,DriverPassengerDrugAmount,PoliceDogPerformSniffOfVehicle,PoliceDogAlertIfSniffed,PoliceDogVehicleSearched,PoliceDogContrabandFound,PoliceDogDrugsFound,PoliceDogDrugParaphernaliaFound,PoliceDogAlcoholFound,PoliceDogWeaponFound,PoliceDogStolenPropertyFound,PoliceDogOtherContrabandFound,PoliceDogDrugAmount,SearchConducted,VehicleSearchType,PassengersSearchType,DriverSearchType,ContrabandFound,DrugsFound,AlcoholFound,ParaphernaliaFound,WeaponFound,StolenPropertyFound,OtherContrabandFound,DrugQuantity,ConsentSearchRequested,WasConsentGranted,WasConsentSearchPerformed,WasConsentContrabandFound,ConsentDrugsFound,ConsentAlcoholFound,ConsentParaphernaliaFound,ConsentWeaponFound,ConsentStolenPropertyFound,ConsentOtherContrabandFound,ConsentDrugQuantity,TypeOfRoadway,Passenger1SearchType,Passenger2SearchType,Passenger3SearchType,Passenger4SearchType,Passenger5SearchType,Passenger6SearchType,driver_race,search_conducted,search_hit,consent_search_requested,consent_search_conducted,dog_sniff,dog_search_conducted,dog_search_hit,outcome,Agency_id
42555284,2023,2023-104978,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-23,08:16:00,7,60637,TOYOTA,2003,1959,1,2,1,4,1,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555285,2023,2023-104979,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-24,20:47:00,5,60642,TOYOTA,2022,1994,1,4,1,4,3,22,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555286,2023,2023-104980,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-24,19:25:00,5,60619,HONDA,2020,1982,1,2,1,4,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555287,2023,2023-104981,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-24,16:56:00,5,60652,CHEVEROLET,2008,1988,1,2,1,4,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555288,2023,2023-104982,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-25,14:04:00,5,60637,VW,2022,1993,1,5,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555289,2023,2023-104983,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-25,17:17:00,5,60611,KIA,2019,1974,1,1,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555290,2023,2023-104984,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-25,17:55:00,5,60616,HYUANDI,2021,1995,1,2,1,2,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555291,2023,2023-104985,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-25,14:42:00,5,60031,KIA,2011,1968,1,1,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555292,2023,2023-104986,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-24,15:31:00,7,60615,MERCEDES BENZ,2014,2004,1,2,1,6,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555293,2023,2023-104987,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-25,17:58:00,5,60615,TOYOTA,2015,1971,2,2,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555294,2023,2023-104988,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-25,09:38:00,5,60637,BMW,2013,1967,1,2,1,4,3,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555295,2023,2023-104989,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-26,14:30:00,12,60827,LINCOLN,2016,2001,1,2,1,4,1,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42555296,2023,2023-104990,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-26,10:56:00,4,60615,BMW,2020,1959,2,2,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42557574,2023,2023-107268,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-28,21:23:00,9,20721,JEEP,2018,1996,2,2,1,4,3,211,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42557577,2023,2023-107271,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-28,09:09:00,8,60804,CHEVEROLET,2000,1981,1,4,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42557578,2023,2023-107272,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-28,16:12:00,5,60472,PONTIAC,2008,1991,2,2,1,4,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42557579,2023,2023-107273,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-28,17:11:00,6,60649,COMMERCIAL VAN,2021,1993,1,2,1,4,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42557947,2023,2023-107641,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-28,19:51:00,7,60649,TOYOTA,2004,1992,1,2,1,4,1,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42557948,2023,2023-107642,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-28,11:40:00,3,60649,KIA,2022,1991,1,2,1,4,3,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42557949,2023,2023-107643,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-28,14:23:00,3,60651,CHRYSTLER,2018,1976,1,2,1,6,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42557950,2023,2023-107644,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-28,12:06:00,3,60451,HONDA,2019,1988,1,4,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42557952,2023,2023-107646,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-27,14:38:00,6,60608,JEEP,2022,1993,2,5,1,2,3,137,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42557956,2023,2023-107650,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-27,11:20:00,6,60623,CHRYSTLER,2015,2000,1,2,1,4,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42557963,2023,2023-107657,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-28,01:59:00,40,60636,NISSAN,2022,1997,1,2,1,4,1,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42571160,2023,2023-120854,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-01,16:27:00,5,60615,TOYOTA,2022,1990,2,1,1,2,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42571162,2023,2023-120856,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-12,08:32:00,5,60617,NISSAN,2017,1948,1,2,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42571163,2023,2023-120857,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-01,22:03:00,5,60617,TOYOTA,2015,1988,1,2,1,4,3,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42571164,2023,2023-120858,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-02,00:13:00,5,60637,HONDA,2013,1943,1,1,1,6,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42571165,2023,2023-120859,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-01,22:36:00,20,60652,CHEVEROLET,2017,1992,1,2,1,6,1,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42571166,2023,2023-120860,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-01,14:16:00,10,60637,INFINITY,2016,1992,1,2,1,4,1,140,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42576275,2023,2023-125969,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-02,20:02:00,4,60652,HONDA,2012,2001,1,2,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42576342,2023,2023-126036,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-02,09:14:00,30,60619,DODGE,2013,1986,1,2,1,4,1,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42576399,2023,2023-126093,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-02,20:48:00,7,60624,SUBARU,2014,1991,1,2,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42576400,2023,2023-126094,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-02,23:50:00,15,60621,MAZDA,2021,2001,1,2,1,4,1,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42576465,2023,2023-126159,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-02,23:23:00,6,60620,KIA,2013,2001,1,2,2,0,3,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42576499,2023,2023-126193,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-26,20:09:00,6,94582,HYUANDI,2015,2004,1,3,1,6,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42576500,2023,2023-126194,14057,UNIVERSITY OF CHICAGO POLICE,2023-02-21,21:24:00,6,60640,NISSAN,2004,2001,2,2,2,0,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42584288,2023,2023-133982,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-04,16:44:00,7,60629,KIA,2023,1998,2,2,1,4,3,137,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42584290,2023,2023-133984,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-05,17:39:00,6,60649,HONDA,2015,1987,1,2,1,6,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42584292,2023,2023-133986,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-05,17:09:00,10,60515,FORD,2017,1952,1,1,1,4,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42584308,2023,2023-134002,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-04,12:01:00,5,60615,HYUANDI ,2021,1979,1,2,1,4,3,141,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42584310,2023,2023-134004,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-04,11:19:00,3,60443,HONDA,2000,2001,1,1,1,4,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42584311,2023,2023-134005,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-04,16:42:00,5,60653,LEXUS,2008,1958,2,1,1,6,3,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42584312,2023,2023-134006,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-03,17:00:00,30,60649,HYUANDI,2020,1969,2,2,1,4,1,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42616876,2023,2023-166570,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-14,21:23:00,8,60649,CHEVEROLET,2013,1981,1,2,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42616879,2023,2023-166573,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-15,10:59:00,4,60007,CHRYSTLER,2004,1976,1,1,1,4,3,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42616883,2023,2023-166577,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-15,13:11:00,5,60619,nissan,2018,1988,2,2,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42616886,2023,2023-166580,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-13,16:58:00,10,60643,NISSAN,2012,1974,2,2,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42616890,2023,2023-166584,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-13,15:06:00,10,60615,CHEVY,2007,1993,1,2,1,2,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42616893,2023,2023-166587,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-16,21:51:00,5,60068,HONDA,2019,1980,2,1,1,4,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617023,2023,2023-166717,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-04,08:20:00,5,60615,HYUANDI,2020,1998,2,2,1,4,2,211,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617027,2023,2023-166721,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-08,14:26:00,14,60656,FORD,2007,1977,1,1,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617029,2023,2023-166723,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-09,16:48:00,5,60617,HYUANDI,2014,2000,1,2,1,6,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617031,2023,2023-166725,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-12,22:25:00,7,60525,HONDA,2022,1983,1,1,1,2,3,222,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617035,2023,2023-166729,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-11,08:30:00,5,60617,TOYOTA,2023,1958,2,2,1,4,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617037,2023,2023-166731,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-11,20:30:00,10,60623,CHRYSTLER,2015,2000,1,2,1,4,1,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617038,2023,2023-166732,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-10,23:29:00,12,35215,CHEVY,2016,1965,1,2,1,2,3,132,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617039,2023,2023-166733,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-12,21:37:00,30,60429,HONDA,2013,1997,1,2,1,4,1,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617040,2023,2023-166734,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-12,17:24:00,6,60153,HYUANDI,2021,1991,2,2,1,4,3,131,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617041,2023,2023-166735,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-12,21:18:00,5,60649,DODGE,2006,1991,1,2,1,4,3,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617042,2023,2023-166736,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-10,00:47:00,5,80465,TOYOTA,2015,2004,1,2,1,2,3,225,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617043,2023,2023-166737,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-10,21:41:00,10,60634,HONDA,2015,1963,1,3,1,4,1,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617046,2023,2023-166740,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-10,19:10:00,5,60638,HONDA,2017,1937,2,1,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617047,2023,2023-166741,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-13,14:09:00,7,60615,CHEVEROLET,2008,1963,2,1,2,0,1,211,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
42617049,2023,2023-166743,14057,UNIVERSITY OF CHICAGO POLICE,2023-03-13,10:46:00,10,60628,LEXUS,2014,1974,2,2,1,4,3,221,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
